texto,categoria_general,intent_1,intent_2,intent_3,intent_4
¿eres capaz de subir un piso (sin parar)?,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
puedes levantar las piernas,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
¿puede extender su brazo por delante?,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
puede hacer su higiene íntima solo,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
¿es usted capaz de estar sentado durante mucho tiempo sin defecar?,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
puede colocar el talón en la pierna contraria,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
¿puede flexionar la mano sobre la muñeca lo máximo posible?,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
¿es usted capaz de estar sentado durante mucho tiempo sin dormirse?,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
se puede dormir en plano,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
se puede respirar bien por la nariz,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
¿es usted capaz de estar sentado durante mucho tiempo sin dormirse?,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
puede mover el pie,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
¿se puede golpear el muslo primero con el dorso de la mano y luego con la palma?,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
¿puede estirar las piernas hacia delante?,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
¿puede sentarse durante mucho tiempo sin defecar?,sintoma,paciente,capacidad,si_o_no,sintoma_paciente_capacidad_si_o_no
por qué estás cansado,sintoma,paciente,causa,describir,sintoma_paciente_causa_describir
¿tiene usted alguna idea de lo que puede causar la prostatorrea,sintoma,paciente,causa,describir,sintoma_paciente_causa_describir
¿tiene usted alguna idea de lo que puede desencadenar la prostatorrea,sintoma,paciente,causa,describir,sintoma_paciente_causa_describir
¿sabe usted lo que causó el sangrado,sintoma,paciente,causa,describir,sintoma_paciente_causa_describir
¿cuál cree que es la causa de sus síntomas?,sintoma,paciente,causa,describir,sintoma_paciente_causa_describir
¿Cuál podría ser la causa de su dolor epigástrico?,sintoma,paciente,causa,describir,sintoma_paciente_causa_describir
cuál puede ser la causa de sus cólicos,sintoma,paciente,causa,describir,sintoma_paciente_causa_describir
¿ha notado qué alimentos le causan dolor?,sintoma,paciente,causa,describir,sintoma_paciente_causa_describir
¿Hubo algún desencadenante de este dolor?,sintoma,paciente,causa,describir,sintoma_paciente_causa_describir
qué posición provoca su descarga,sintoma,paciente,causa,describir,sintoma_paciente_causa_describir
¿tiene usted alguna idea de lo que podría estar provocando el adormecimiento de sus párpados,sintoma,paciente,causa,describir,sintoma_paciente_causa_describir
"¿el dolor dental se desencadena por el contacto con el calor, el frío, el azúcar, la presión sobre un diente o la masticación?",sintoma,paciente,causa,describir,sintoma_paciente_causa_describir
¿tiene usted alguna idea de lo que puede desencadenar la plenitud del pecho,sintoma,paciente,causa,describir,sintoma_paciente_causa_describir
qué posición desencadena su descarga,sintoma,paciente,causa,describir,sintoma_paciente_causa_describir
¿existen factores desencadenantes de la debilidad muscular?,sintoma,paciente,causa,describir,sintoma_paciente_causa_describir
¿ha notado qué alimentos desencadenan el dolor?,sintoma,paciente,causa,describir,sintoma_paciente_causa_describir
¿existen factores desencadenantes del dolor de pecho?,sintoma,paciente,causa,describir,sintoma_paciente_causa_describir
cuál puede ser la causa de su sensación de calor en la boca,sintoma,paciente,causa,describir,sintoma_paciente_causa_describir
¿hay algo en particular que desencadene estos ataques,sintoma,paciente,causa,describir,sintoma_paciente_causa_describir
qué causa el dolor,sintoma,paciente,causa,describir,sintoma_paciente_causa_describir
¿existen factores desencadenantes del hormigueo en la lengua?,sintoma,paciente,causa,describir,sintoma_paciente_causa_describir
¿has notado qué alimentos te provocan vómitos?,sintoma,paciente,causa,describir,sintoma_paciente_causa_describir
¿te has dado cuenta de lo que desencadena el rubor,sintoma,paciente,causa,describir,sintoma_paciente_causa_describir
las emociones desencadenan tu excitación sexual,sintoma,paciente,causa,si_o_no,sintoma_paciente_causa_si_o_no
¿Su enuresis es provocada por el esfuerzo?,sintoma,paciente,causa,si_o_no,sintoma_paciente_causa_si_o_no
un esfuerzo desencadena su tinnitus vibratorio,sintoma,paciente,causa,si_o_no,sintoma_paciente_causa_si_o_no
fumar desencadena su espasmo muscular,sintoma,paciente,causa,si_o_no,sintoma_paciente_causa_si_o_no
el polen desencadena la tos,sintoma,paciente,causa,si_o_no,sintoma_paciente_causa_si_o_no
la posición desencadena su dolor,sintoma,paciente,causa,si_o_no,sintoma_paciente_causa_si_o_no
¿el dolor de cabeza provoca desgarros en el lado donde está el dolor?,sintoma,paciente,causa,si_o_no,sintoma_paciente_causa_si_o_no
el abuso del café hace que sus heces sean grandes,sintoma,paciente,causa,si_o_no,sintoma_paciente_causa_si_o_no
el polen provoca entumecimiento,sintoma,paciente,causa,si_o_no,sintoma_paciente_causa_si_o_no
las emociones causan tu dolor de pecho,sintoma,paciente,causa,si_o_no,sintoma_paciente_causa_si_o_no
el polvo provoca tos,sintoma,paciente,causa,si_o_no,sintoma_paciente_causa_si_o_no
las emociones desencadenan tus palpitaciones,sintoma,paciente,causa,si_o_no,sintoma_paciente_causa_si_o_no
¿las situaciones angustiosas desencadenan sus molestias pélvicas?,sintoma,paciente,causa,si_o_no,sintoma_paciente_causa_si_o_no
es la falta de aire provocada por el contacto con el frío,sintoma,paciente,causa,si_o_no,sintoma_paciente_causa_si_o_no
el tabaquismo causa su hiperacusia,sintoma,paciente,causa,si_o_no,sintoma_paciente_causa_si_o_no
el abuso del café desencadena sus grandes deposiciones,sintoma,paciente,causa,si_o_no,sintoma_paciente_causa_si_o_no
un esfuerzo desencadena sus palpitaciones,sintoma,paciente,causa,si_o_no,sintoma_paciente_causa_si_o_no
son dolores musculares provocados por el contacto con el frío,sintoma,paciente,causa,si_o_no,sintoma_paciente_causa_si_o_no
el esfuerzo desencadena su enuresis,sintoma,paciente,causa,si_o_no,sintoma_paciente_causa_si_o_no
¿las situaciones de ansiedad desencadenan su esputo?,sintoma,paciente,causa,si_o_no,sintoma_paciente_causa_si_o_no
el esfuerzo causa su tinnitus vibratorio,sintoma,paciente,causa,si_o_no,sintoma_paciente_causa_si_o_no
el abuso del café desencadena sus signos bucales,sintoma,paciente,causa,si_o_no,sintoma_paciente_causa_si_o_no
las emociones causan tu dolor de pecho,sintoma,paciente,causa,si_o_no,sintoma_paciente_causa_si_o_no
el polen causa su dermatitis,sintoma,paciente,causa,si_o_no,sintoma_paciente_causa_si_o_no
¿Su problema surge como resultado del estrés emocional?,sintoma,paciente,causa,si_o_no,sintoma_paciente_causa_si_o_no
¿Su problema surge como resultado del estrés emocional?,sintoma,paciente,causa,si_o_no,sintoma_paciente_causa_si_o_no
a qué huele la orina,sintoma,paciente,describir,,sintoma_paciente_describir
¿tienes algo?,sintoma,paciente,describir,,sintoma_paciente_describir
háblame de tu disquecia,sintoma,paciente,describir,,sintoma_paciente_describir
¿el comienzo y el final de las palpitaciones fue repentino o gradual?,sintoma,paciente,describir,,sintoma_paciente_describir
¿tiene algún problema gastrointestinal?,sintoma,paciente,describir,,sintoma_paciente_describir
háblame de tus problemas intestinales,sintoma,paciente,describir,,sintoma_paciente_describir
¿tiene algún síntoma?,sintoma,paciente,describir,,sintoma_paciente_describir
cuéntame sobre tu enfermedad vulvar,sintoma,paciente,describir,,sintoma_paciente_describir
¿Cuáles son sus síntomas?,sintoma,paciente,describir,,sintoma_paciente_describir
puede describir su moco,sintoma,paciente,describir,,sintoma_paciente_describir
cuéntame tus problemas de espalda,sintoma,paciente,describir,,sintoma_paciente_describir
¿cómo están tus ligamentos?,sintoma,paciente,describir,,sintoma_paciente_describir
es el coágulo grande o pequeño,sintoma,paciente,describir,,sintoma_paciente_describir
cuáles son las manifestaciones de sus alergias,sintoma,paciente,describir,,sintoma_paciente_describir
¿es un dolor continuo o intermitente?,sintoma,paciente,describir,,sintoma_paciente_describir
¿Cuál es su presión arterial habitual?,sintoma,paciente,describir,,sintoma_paciente_describir
"OK ¿Es una meseta de dolor continuo? o hay momentos en los que duele más, es más intenso?",sintoma,paciente,describir,,sintoma_paciente_describir
es el dolor continuo o intermitente,sintoma,paciente,describir,,sintoma_paciente_describir
¿algún problema en particular?,sintoma,paciente,describir,,sintoma_paciente_describir
háblame de tu dolor de cabeza,sintoma,paciente,describir,,sintoma_paciente_describir
¿Cuál es su presión arterial?,sintoma,paciente,describir,,sintoma_paciente_describir
¿Es la hemorragia espontánea o inducida?,sintoma,paciente,describir,,sintoma_paciente_describir
¿son sus heces negras?,sintoma,paciente,describir,,sintoma_paciente_describir
cuéntame tu problema olfativo,sintoma,paciente,describir,,sintoma_paciente_describir
¿Cómo está tu tos?,sintoma,paciente,describir,,sintoma_paciente_describir
¿problemas de salud?,sintoma,paciente,describir,,sintoma_paciente_describir
"¿Y el dolor, si tuvieras que calificarlo en una escala?",sintoma,paciente,describir,,sintoma_paciente_describir
¿cuáles son sus dolores?,sintoma,paciente,describir,,sintoma_paciente_describir
cómo es el esputo,sintoma,paciente,describir,,sintoma_paciente_describir
háblame de tu trastorno cutáneo,sintoma,paciente,describir,,sintoma_paciente_describir
¿Hay otros signos además de este dolor?,sintoma,paciente,describir,,sintoma_paciente_describir
¿Cuántas veces has vomitado?,sintoma,paciente,describir,,sintoma_paciente_describir
¿qué reacciones tiene usted después de comer kiwi?,sintoma,paciente,describir,,sintoma_paciente_describir
¿tiene algún síntoma?,sintoma,paciente,describir,,sintoma_paciente_describir
describe su pirexia,sintoma,paciente,describir,,sintoma_paciente_describir
¿tiene alguna señal de advertencia antes del ataque,sintoma,paciente,describir,,sintoma_paciente_describir
¿has notado algo más que acompañe al dolor,sintoma,paciente,describir,,sintoma_paciente_describir
cuáles son las manifestaciones de sus alergias,sintoma,paciente,describir,,sintoma_paciente_describir
¿algún problema de salud?,sintoma,paciente,describir,,sintoma_paciente_describir
¿Cómo se siente este dolor?,sintoma,paciente,describir,,sintoma_paciente_describir
¿Y cuánto dolor es?,sintoma,paciente,describir,,sintoma_paciente_describir
¿Es agudo o comenzó gradualmente?,sintoma,paciente,describir,,sintoma_paciente_describir
¿Qué tan fuerte es el dolor?,sintoma,paciente,describir,,sintoma_paciente_describir
qué ruido hacen sus articulaciones,sintoma,paciente,describir,,sintoma_paciente_describir
¿ha notado un cambio en el color de su orina?,sintoma,paciente,describir,,sintoma_paciente_describir
¿Cómo están tus ojos?,sintoma,paciente,describir,,sintoma_paciente_describir
"y ahí, el dolor, ¿fue largo? ¿no pasó?",sintoma,paciente,describir,,sintoma_paciente_describir
es el dolor como una descarga eléctrica,sintoma,paciente,describir,,sintoma_paciente_describir
¿qué pasa cuando te esfuerzas?,sintoma,paciente,describir,,sintoma_paciente_describir
describe su irritación de las vías respiratorias,sintoma,paciente,describir,,sintoma_paciente_describir
¿siente que orina más o menos de lo habitual?,sintoma,paciente,describir,,sintoma_paciente_describir
¿Cómo son sus períodos?,sintoma,paciente,describir,,sintoma_paciente_describir
describa su erupción,sintoma,paciente,describir,,sintoma_paciente_describir
cómo es el flujo de orina,sintoma,paciente,describir,,sintoma_paciente_describir
¿Cómo se siente tu dolor?,sintoma,paciente,describir,,sintoma_paciente_describir
cómo está tu lengua,sintoma,paciente,describir,,sintoma_paciente_describir
háblame de tu disartria,sintoma,paciente,describir,,sintoma_paciente_describir
¿Cómo está tu lengua?,sintoma,paciente,describir,,sintoma_paciente_describir
¿qué síntomas tienes?,sintoma,paciente,describir,,sintoma_paciente_describir
¿tiene algún problema de salud?,sintoma,paciente,describir,,sintoma_paciente_describir
¿ha tenido algún accidente?,sintoma,paciente,describir,,sintoma_paciente_describir
cómo es la gangrena de tu dedo seco,sintoma,paciente,describir,,sintoma_paciente_describir
¿tiene usted algún problema ocular?,sintoma,paciente,describir,,sintoma_paciente_describir
cómo es su adenoma de células beta,sintoma,paciente,describir,,sintoma_paciente_describir
"es la diplopía vertical, horizontal u oblicua",sintoma,paciente,describir,,sintoma_paciente_describir
cómo está su úlcera de estómago,sintoma,paciente,describir,,sintoma_paciente_describir
¿se siente mal?,sintoma,paciente,describir,,sintoma_paciente_describir
síntomas,sintoma,paciente,describir,,sintoma_paciente_describir
¿es un dolor fijo?,sintoma,paciente,describir,,sintoma_paciente_describir
cómo está tu lepra,sintoma,paciente,describir,,sintoma_paciente_describir
¿Cuáles son sus quejas sobre la vesícula biliar?,sintoma,paciente,describir,,sintoma_paciente_describir
háblame de tu prolapso,sintoma,paciente,describir,,sintoma_paciente_describir
¿El chorro de orina se detiene y vuelve a empezar durante la micción?,sintoma,paciente,describir,,sintoma_paciente_describir
"¿Su esputo es claro, mucoso o espumoso?",sintoma,paciente,describir,,sintoma_paciente_describir
¿se queja de algo en particular?,sintoma,paciente,describir,,sintoma_paciente_describir
¿Cuáles son sus síntomas?,sintoma,paciente,describir,,sintoma_paciente_describir
¿cómo describirías el dolor?,sintoma,paciente,describir,,sintoma_paciente_describir
¿Cuál es su presión arterial?,sintoma,paciente,describir,,sintoma_paciente_describir
háblame de tu enfermedad lumbosacra,sintoma,paciente,describir,,sintoma_paciente_describir
"cuando está activo, ¿tiene algún síntoma en particular?",sintoma,paciente,describir,,sintoma_paciente_describir
es el dolor continuo o intermitente,sintoma,paciente,describir,,sintoma_paciente_describir
¿has notado algo en tu tránsito,sintoma,paciente,describir,,sintoma_paciente_describir
¿tiene algún otro dolor?,sintoma,paciente,describir,,sintoma_paciente_describir
y fue muy doloroso?,sintoma,paciente,describir,,sintoma_paciente_describir
¿Y qué tipo de dolor es?,sintoma,paciente,describir,,sintoma_paciente_describir
¿Cuál es el volumen de su esputo?,sintoma,paciente,describir,,sintoma_paciente_describir
cuéntame tu problema de sueño,sintoma,paciente,describir,,sintoma_paciente_describir
cuáles son las manifestaciones de sus alergias,sintoma,paciente,describir,,sintoma_paciente_describir
¿tienes dolor en alguna parte?,sintoma,paciente,describir,,sintoma_paciente_describir
cuál es su estado general,sintoma,paciente,describir,,sintoma_paciente_describir
háblame de tu movimiento paradójico del diafragma,sintoma,paciente,describir,,sintoma_paciente_describir
¿Qué aspecto tienen sus heces?,sintoma,paciente,describir,,sintoma_paciente_describir
¿cómo está tu dolor?,sintoma,paciente,describir,,sintoma_paciente_describir
¿Qué tipo de dolor es?,sintoma,paciente,describir,,sintoma_paciente_describir
"¿Describiría sus períodos como ligeros, normales o abundantes?",sintoma,paciente,describir,,sintoma_paciente_describir
cuénteme sus problemas de caducidad,sintoma,paciente,describir,,sintoma_paciente_describir
y enfermedades menos importantes?,sintoma,paciente,describir,,sintoma_paciente_describir
cuéntame tu problema de orina,sintoma,paciente,describir,,sintoma_paciente_describir
¿Cuál es su presión arterial?,sintoma,paciente,describir,,sintoma_paciente_describir
¿Qué intensidad tiene su dolor?,sintoma,paciente,describir,,sintoma_paciente_describir
es su sangre de color rojo brillante u oscuro,sintoma,paciente,describir,,sintoma_paciente_describir
¿El dolor es continuo o ha cambiado?,sintoma,paciente,describir,,sintoma_paciente_describir
¿Cuáles son los síntomas cuando se come un kiwi?,sintoma,paciente,describir,,sintoma_paciente_describir
¿Cuáles son sus síntomas?,sintoma,paciente,describir,,sintoma_paciente_describir
"¿Es su flujo vaginal amarillento, cremoso, rojizo, marrón oscuro o claro?",sintoma,paciente,describir,,sintoma_paciente_describir
¿Hubo un gran dolor y después hubo un fondo de dolor?,sintoma,paciente,describir,,sintoma_paciente_describir
¿y qué tipo de dolor era?,sintoma,paciente,describir,,sintoma_paciente_describir
a qué nivel se atascan los alimentos,sintoma,paciente,describir,,sintoma_paciente_describir
